"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"2","5","2","2","3","4","1","3","2","5","5","2","3","4","3","5","4","3","4","5","2","3","3","3","2","4","2","4","4","3","3","3","4","3","2","3","4","4","3","3","3","3","2","2","3","2","3","3","4","3","19450","4287","11056","21781","3754","3083","4704","335554","21971","3705","2484","4363","4067","4140","3047","12894","3998","2900","3370","3155","7748","3790","2232","5599","8021","5874","12263","3792","2580","4748","5559","13928","2500","2701","5560","35325","32274","83002","2057","6250","4244","4283","2801","6267","2389","2890","3007","8309","4986","2639","2016-04-09 04:47:31","720","1184","442","765",26,1,"US","34.147","-118.1392"
"5","1","5","1","5","1","2","3","5","1","1","5","5","3","1","1","1","1","1","3","3","5","4","5","1","1","1","5","5","3","2","5","5","3","3","1","3","3","3","4","5","1","5","1","3","1","4","5","5","5","3766","3910","3007","6625","2859","2629","5464","10660","3159","2604","2787","3046","3022","2984","4827","2684","2610","2502","2364","1646","15048","5479","7253","2799","3556","4704","4566","3913","4534","3789","2469","3315","3055","8741","2806","6388","5985","3520","2012","5984","1679","3226","2275","4227","2744","3539","3641","2212","3333","2082","2016-12-30 11:46:21","1366","768","196","205",11,1,"PL","52.2333","21.0167"
"1","4","1","3","4","3","5","5","2","2","2","2","4","1","4","3","3","2","4","4","4","1","4","2","3","2","3","5","1","4","5","4","4","1","2","1","4","3","3","4","2","3","5","2","4","1","4","2","4","4","7394","3421","4675","1088","7505","4365","5014","6884","8624","4202","2557","2625","2277","5647","4209","4720","8132","4005","3283","5591","4056","7497","2449","14848","5498","4716","5365","5035","9872","4968","2279","5225","2689","3564","3882","4497","4142","4377","3665","4759","2669","2951","3603","5589","7094","4385","947","4978","3780","4310","2016-04-08 12:21:13","360","640","3","37197",14,1,"DE","48.15","11.5833"
"1","5","2","4","3","4","3","3","2","4","1","5","4","3","4","1","2","2","3","3","4","2","4","2","4","2","3","4","2","2","3","5","5","4","1","4","5","3","4","4","4","2","5","2","5","1","5","5","5","5","4277","2685","2930","3942","2538","4714","9802","3102","3299","5774","3088","3662","1125","2535","3276","11365","3478","3728","4327","1251","4574","2702","2309","2376","2152","2413","1538","2753","5138","5887","7084","3363","5751","3015","4899","4288","3499","4825","1125","3040","2253","4953","1988","11502","1101","5874","2499","5284","3828","1999","2018-09-25 05:25:57","1600","900","15","196",11,1,"DK","55.4061","8.6394"
"1","3","2","4","1","3","1","5","1","5","5","2","5","1","1","4","4","4","4","5","2","3","1","4","3","4","3","2","4","1","1","3","3","4","1","5","3","5","1","1","1","3","3","2","1","3","2","2","5","2","131904080","2445","1108","1494","1714","1788","8098","2226","1232","1500","1244","1681","1745","1767","7531","2037","2425","54896","1044","1383","4194","3500","4589","1923","5319","3185","1557","3904","2110","3292","1627","3512","6206","22866","1801","2028","8647","1786","943","2414","1264","3640","1703","7062","3479","2560","1379","1095580","5227","1166","2018-08-13 05:36:29","1366","768","10","133212",15,1,"SG","1.2931","103.8558"
"4","1","5","2","5","1","5","2","5","1","4","4","2","5","1","2","2","3","2","1","1","5","2","5","1","4","1","4","4","5","5","4","3","1","4","2","4","1","4","4","5","1","4","1","5","1","5","4","4","5","3657","1064","1857","2089","1876","1460","6412","2498","2666","1909","3601","3212","3108","3199","2007","3396","2485","2623","1580","1953","5278","2326","1751","1810","2218","1884","4527","2147","2047","2489","1727","3689","2511","2224","3447","5807","2428","2372","3299","2092","2933","3451","1810","4839","1463","2117","4788","2224","1967","1122","2018-01-29 13:35:25","1366","768","5","136",8,1,"US","35.3733","-119.0187"
"3","4","1","3","1","3","1","4","2","5","4","4","4","2","3","4","1","1","1","4","1","4","3","3","2","4","2","4","3","3","2","4","3","4","1","5","4","4","1","3","1","1","5","1","5","1","2","2","5","5","9279","3615","3134","4466","1933","4259","9480","9035","2888","1064","5302","2765","3785","11516","3981","4088","4171","2744","1143","15062","9384","3000","3071","4083","2601","2697","4003","12446","4072","4464","7646","5218","2046","2786","2982","2932","11847","16865","2416","15084","2601","4733","583","2917","2381","2317","2497","3856","2353","1329","2016-04-28 16:16:40","1600","900","3","250",65,1,"AR","-34.6033","-58.3817"
"2","4","3","4","2","3","2","4","2","4","4","4","4","2","2","2","1","1","2","3","2","3","4","3","3","3","3","4","3","3","4","4","4","4","2","3","5","2","2","0","3","2","4","3","4","2","4","3","5","3","4737","1854","5471","3980","932","2396","892","3841","2325","1004","39317","2175","1512","4251","5271","1243","6761","4058","5400","6475","3727","3537","2203","46543","6847","4047","4773","4654","9270","6651","2353","6560","1553","8064","3230","14395","3613","11671","9288","0","4804","2800","1489","2578","2853","3091","1826","3298","1685","3732","2017-03-29 02:38:40","1366","768","3","287",11,1,"US","38.0","-97.0"
"1","5","2","5","4","5","3","5","1","5","4","5","5","4","4","4","2","1","4","5","3","5","5","4","3","4","3","4","1","2","2","4","4","3","1","4","2","4","1","2","4","1","4","1","3","3","4","5","5","4","5914","3406","4337","1582","2340","1336","2843","2841","3783","1974","2228","1996","5140","2263","1778","2551","5155","2777","1913","3471","2904","1881","1747","1964","3541","3404","1581","6110","2077","5202","2250","2405","2379","3695","2749","3168","2379","1879","1633","2537","3627","2960","1560","3715","1930","1681","2521","2180","2536","1614","2016-06-15 21:52:27","768","1024","12","141",9,1,"CA","45.5291","-73.4708"
"4","5","2","4","2","3","4","3","3","5","4","4","4","3","3","2","2","2","3","2","2","4","1","4","2","4","2","4","3","5","4","3","3","1","4","3","3","3","2","4","4","3","4","1","4","2","2","2","5","4","11596","4562","6393","3954","23953","5067","11432","14588","3306","1713","8215","3974","5662","8659","6521","5465","6061","5891","2506","7451","8511","6112","4094","1101","6437","2613","9957","13209","2984","840","10771","7412","7410","2322","7658","9518","4580","980","5265","9096","2195","2817","3022","3784","7268","3085","3303","2819","3761","1298","2017-04-02 11:17:36","360","640","7","306",10,1,"US","38.0","-97.0"
"2","3","4","1","4","1","5","3","3","5","1","5","3","3","1","2","1","1","2","2","3","4","2","5","2","5","1","4","5","5","4","2","3","3","4","4","3","3","4","3","5","1","4","1","4","2","5","2","5","4","9742","8438","5359","5444","3753","7577","11569","4786","3645","3567","4360","4682","803","5336","6526","8590","4528","4694","1135","4606","4837","5501","6326","4013","5847","3401","6499","6126","3507","4296","4362","8298","9894","4537","5887","10519","4415","4670","4622","5220","4563","4330","6430","4206","3610","3691","4002","4157","8203","3031","2017-01-23 14:31:04","360","592","26","270",21,1,"DE","49.4156","9.2828"
"4","1","5","1","5","2","5","2","5","3","4","3","5","3","3","2","4","2","2","2","1","5","2","4","1","4","1","5","5","4","4","4","5","2","1","4","5","2","4","4","3","2","5","1","4","2","4","2","5","5","4231","2470","2774","2085","1738","1546","5193","1747","2092","4215","1084","4062","1688","3260","8535","4048","2168","2016","1821","943","1937","914","2233","4407","2716","2270","2910","1684","1562","1489","2041","2031","1756","2588","2211","2168","2417","2263","1432","2848","1706","1977","727","2094","2182","2310","2540","1954","3270","2774","2018-01-31 02:12:35","1440","900","121176","126",11,1,"US","34.8986","-117.0228"
"2","5","2","5","3","2","3","5","1","5","5","1","5","4","5","5","5","5","5","5","3","3","1","5","3","5","4","4","5","5","3","2","4","2","4","4","2","3","3","5","3","2","5","1","4","1","4","3","5","4","10491","6244","2796","2203","3992","4244","3348","5913","3900","1668","2340","3787","3365","3868","3084","6183","3580","2083","3495","3636","6492","3236","3996","2684","2780","2164","3900","3371","3855","2596","5067","3693","2980","3564","3892","3333","3169","3077","2265","4960","3284","3840","2491","7924","1956","2468","6767","2421","4276","3560","2018-01-23 11:45:57","1280","720","18","191",17,1,"US","40.3776","-76.7957"
"4","1","4","2","3","1","4","2","4","3","4","2","4","2","2","3","4","2","4","3","1","5","1","5","3","4","1","4","3","3","5","2","5","2","4","2","5","1","4","5","3","1","4","1","5","1","5","3","4","5","4536","3456","2542","4832","2282","2948","5120","2484","2084","2020","4782","3084","2000","3318","1692","1328","1792","3350","2602","2118","3204","2040","2460","1900","2492","1684","2684","3670","1964","1600","5160","2828","1652","1406","3852","5800","1796","2968","3276","2122","1954","3098","3100","5050","1168","3180","2356","3036","3454","1416","2018-05-07 10:37:16","1280","720","21","142",11,1,"AT","46.6345","13.8662"
"1","4","1","4","1","2","1","5","1","5","2","3","3","3","4","4","3","3","3","3","2","1","3","2","5","3","1","3","1","4","1","4","3","4","1","5","2","3","2","3","3","2","4","2","3","1","4","4","4","4","50642","4148","2237","3026","2094","3877","1022","9574","2522","1833","2483","2532","1926","25224","2503","2410","2116","2032","3595","2459","3740","3365","2707","5224","3627","1870","2856","4221","2087","4307","3682","4267","2437","7483","2758","22885","75023","1943","5231","3212","2907","4440","1974","9832","8789","2473","2335","2270","2435","1702","2018-09-20 11:12:45","424","753","27","332",14,1,"QA","25.5","51.25"
"3","1","4","3","3","2","3","4","3","2","4","3","4","4","2","2","4","3","2","2","2","4","3","5","3","4","2","4","5","4","2","3","2","3","2","4","3","3","2","3","3","3","3","3","3","2","4","4","5","3","7117","9953","7037","5138","3068","6219","4986","2897","2713","950","9273","949","4753","4038","8687","2632","699","4104","5233","3566","11232","8337","11687","2552","5536","799","6905","6043","9745","4370","6455","11173","1102","6246","3886","7208","9369","3928","3766","4521","4451","4784","22278","9523","5920","15124","4939","8257","10559","5233","2016-05-16 19:25:38","375","667","10","312",34,1,"CA","43.5146","-79.6063"
"4","2","2","3","1","2","2","5","1","5","5","1","5","3","2","2","2","1","4","2","5","4","3","4","2","4","2","5","4","5","3","4","4","2","1","5","4","3","5","3","3","3","2","3","4","3","4","2","1","3","16273","4883","3236","5243","2140","2196","5796","4655","3050","2351","1624","13299","6947","5567","4116","2844","3267","2730","3115","1967","2274","1016","3251","2016","3923","2752","4555","3316","5471","2598","1749","3184","5652","2437","2328","2910","2448","12301","2461","2099","6442","1084","940","1723","4404","2500","4131","2788","2554","8102","2018-09-05 08:15:40","375","667","9","200",5,1,"US","29.9468","-90.123"
"1","4","2","4","4","4","2","3","4","3","2","2","4","2","3","4","2","2","3","3","2","3","3","3","3","3","3","2","3","2","4","3","5","3","1","3","4","3","2","4","4","1","4","3","4","2","4","3","2","4","4617","3590","6652","3028","3265","3309","6253","4307","3790","4140","18892","6718","4739","2860","4019","3552","2328","2962","2824","2446","8294","3774","2898","4868","6068","3260","4059","4489","3443","3764","18038","5256","3269","1963","5257","7006","1826","2396","5837","5633","4136","4555","4046","3221","2972","3674","3907","4590","2521","1578","2016-04-25 13:55:35","1280","800","28","232",20,1,"US","42.4736","-82.9968"
"3","5","5","5","1","4","1","5","5","5","1","5","4","2","1","1","2","3","4","4","1","3","5","5","3","5","2","3","5","5","2","2","5","1","1","1","2","2","2","5","5","1","5","1","5","1","5","5","5","5","7290","12420","6467","2824","6477","9916","3783","5339","3119","2597","5887","2931","4993","5166","2344","3037","4895","13428","8738","3553","6949","6099","4823","1376","115527","11858","6672","13094","2669","2480","5886","9506","836","4405","5748","2972","10949","3930","4126","1719","2250","2914","1196","2112","1825","2883","2153","1801","3422","753","2018-06-26 14:44:11","1680","1050","24676","360",160,1,"NONE","NONE","NONE"
"1","5","2","5","4","3","1","5","1","5","4","2","4","2","3","1","2","2","3","3","2","4","3","4","3","2","4","2","4","2","4","1","4","2","4","1","4","2","4","4","3","1","5","1","3","1","3","4","5","5","5560","2873","3040","696","2288","1328","1665","1848","2936","1279","2543","1536","1200","1232","1496","2000","4360","968","2048","1375","1213","1104","2343","2312","2111","1728","3600","1728","2960","2200","2185","1679","1585","2752","1649","2431","1663","2072","1032","1449","848","2256","1536","2713","2024","1128","1832","1800","1560","1353","2018-11-06 09:22:38","1280","1024","9","100",8,1,"US","45.6741","-122.4715"
"1","4","3","4","1","2","1","4","1","2","4","4","5","3","4","4","4","3","4","2","2","3","4","4","2","3","2","2","3","3","2","2","4","4","2","4","3","4","2","2","3","4","3","2","4","3","3","3","4","4","4765","4154","4201","3773","5056","1491","5005","4385","5987","6621","7202","36381","3905","3997","7494","4392","1799","2683","4660","2269","21215","4677","2705","2765","14400","1672","7714","9231","3725","3356","2065","8507","3073","2665","16346","4050","1448","1445","9865","4130","4625","23566","3450","3889","66831","1842","5858","2554","3131","2215","2017-03-01 13:31:14","1366","768","6","365",60,2,"US","32.2246","-107.7635"
"2","2","4","3","4","1","4","4","3","3","3","3","4","4","4","4","3","3","4","2","1","5","1","4","1","4","1","3","4","3","3","1","4","2","2","4","4","2","3","3","5","2","4","1","4","1","4","4","5","4","10060","3901","3810","1696","2178","2344","3424","4467","2752","5007","9289","3586","2848","3858","2873","6734","2705","2366","2647","4649","17435","6896","4691","2200","3930","2512","3702","5308","1975","2912","6008","4316","2831","3240","5921","7215","3373","3324","1937","3098","11434","4434","2391","4202","5713","2734","3694","2588","6743","3095","2016-09-25 15:03:52","1280","800","5","222",16,2,"IE","53.3478","-6.2597"
"4","1","5","1","5","1","4","1","5","1","4","4","5","5","4","1","1","1","4","1","2","5","1","2","2","4","1","4","2","5","3","3","5","1","3","4","5","1","5","2","4","1","4","1","5","1","5","2","4","5","9716","2335","1702","3450","1351","2811","4116","2633","3422","4284","2834","918","4947","2754","2334","2455","2614","2633","3035","1585","3005","982","2468","1849","2749","3104","2217","2236","1870","1633","2396","6500","1716","2317","2685","3358","1403","2082","3029","2748","2733","7698","586","2330","2070","1952","2000","3612","2901","1008","2017-08-25 20:21:17","375","667","10","140",8,1,"US","33.8768","-117.8931"
"2","3","2","3","3","4","1","5","1","4","5","2","5","1","4","3","5","4","3","5","4","3","2","4","3","3","3","5","4","3","5","1","5","2","4","1","5","2","4","5","4","1","5","1","4","1","5","3","4","5","5221","2680","4559","3449","3296","2040","2704","1441","2367","1080","1216","3311","1880","1960","1409","2673","4304","2345","11816","6512","4741","1865","9385","1480","4569","1560","3832","2320","2840","2543","2088","2896","3760","3751","3607","2696","863","13247","1936","4120","1696","4032","4120","3248","1551","1200","1608","7824","1145","1688","2016-05-17 16:27:25","1920","1080","39","173",10,1,"CA","43.6425","-79.3872"
"3","3","4","2","5","2","2","2","5","4","4","2","5","3","4","3","4","3","4","3","2","4","2","4","2","3","2","4","5","5","4","1","5","2","4","1","4","2","4","4","4","2","5","1","4","1","4","3","4","5","8988","3660","2387","8071","7711","2363","6834","7388","3786","3353","2400","3018","3316","11836","2282","4650","3187","3447","7683","1501","898","2472","4462","3567","3640","2775","2504","2698","4237","6112","7204","4130","3565","3266","3624","5425","5301","20242","2500","33328","2288","4192","2210","4194","3001","13261","3543","6545","3182","1656","2017-09-29 19:40:39","414","736","33","265",18,1,"US","41.7694","-71.4676"
"2","3","4","4","2","2","1","5","1","5","2","4","3","2","4","2","2","2","4","3","3","4","4","2","2","1","2","4","4","2","5","1","5","1","4","1","5","1","5","5","5","2","4","2","5","2","5","5","4","5","4635","1880","3432","2288","3448","2112","3463","3712","2688","896","2680","1848","3440","1512","5016","2024","1527","775","1152","1872","2215","2920","2320","3744","2567","1816","1800","3872","3024","2256","2328","3360","3560","2832","1688","2432","2273","3240","2664","3079","1840","6255","3135","2768","1216","1704","2256","1776","3112","1640","2016-12-05 05:13:05","1280","1024","65","131",12,401,"US","39.7887","-84.2163"
"4","4","5","2","4","2","5","2","0","3","4","3","5","1","3","4","4","3","3","4","2","4","3","5","2","5","2","3","4","3","0","3","5","3","3","3","4","2","3","4","4","3","5","3","4","1","3","3","5","4","4383","3512","3472","4201","2306","3513","4564","3820","0","3388","2775","2331","1742","6243","4137","3280","2668","8039","2619","2987","8892","2371","2716","4129","3368","2403","3360","2631","3120","2970","0","5178","3160","2363","3561","2783","3087","3632","3880","4958","4706","4514","1193","2696","2443","3941","3067","3147","3240","2099","2017-07-26 12:59:36","1440","900","3","170",14,1,"US","40.4993","-74.399"
"2","3","4","4","4","1","4","5","3","2","4","2","5","3","4","4","5","4","4","1","3","4","3","4","3","3","2","5","4","4","2","4","5","1","4","4","4","1","2","2","5","4","5","2","5","1","4","5","5","5","6317","2850","3954","7204","1666","2371","3449","3067","3428","2530","1947","4430","1727","2766","3149","2584","2133","2184","1916","1221","2931","2485","1981","3934","10000","4619","3249","2953","2499","2883","2151","2101","3868","3262","1121","2996","2870","2097","3251","2567","1919","2919","1455","2818","2328","3167","3116","1806","3234","2332","2018-09-17 22:21:54","768","1024","5","151",8,1,"US","38.0","-97.0"
